"input"	"translation"
"DCN_mut"	"R-HSA-3000178"
"DCN_mut"	"R-HSA-1474244"
"DCN_mut"	"R-HSA-1630316"
"DCN_mut"	"R-HSA-1638091"
"DCN_mut"	"R-HSA-1430728"
"DCN_mut"	"R-HSA-71387"
"GPC4_mut"	"R-HSA-1971475"
"GPC4_mut"	"R-HSA-9694614"
"GPC4_mut"	"R-HSA-1793185"
"GPC4_mut"	"R-HSA-4420332"
"GPC4_mut"	"R-HSA-3560801"
"GPC4_mut"	"R-HSA-3560783"
"GPC4_mut"	"R-HSA-3656253"
"GPC4_mut"	"R-HSA-3656237"
"GPC4_mut"	"R-HSA-1643685"
"GPC4_mut"	"R-HSA-3560782"
"GPC4_mut"	"R-HSA-3781865"
"GPC4_mut"	"R-HSA-5668914"
"GPC4_mut"	"R-HSA-9772572"
"GPC4_mut"	"R-HSA-1630316"
"GPC4_mut"	"R-HSA-2022928"
"GPC4_mut"	"R-HSA-2024096"
"GPC4_mut"	"R-HSA-1638091"
"GPC4_mut"	"R-HSA-5663205"
"GPC4_mut"	"R-HSA-1430728"
"GPC4_mut"	"R-HSA-71387"
"GPC4_mut"	"R-HSA-6806667"
"GPC4_mut"	"R-HSA-196854"
"GPC4_mut"	"R-HSA-975634"
"GPC4_mut"	"R-HSA-9679506"
"GPC4_mut"	"R-HSA-9694516"
"GPC4_mut"	"R-HSA-9709957"
"GPC4_mut"	"R-HSA-9824446"
"GPC4_mut"	"R-HSA-2187338"
"GPC5_mut"	"R-HSA-1971475"
"GPC5_mut"	"R-HSA-9694614"
"GPC5_mut"	"R-HSA-1793185"
"GPC5_mut"	"R-HSA-4420332"
"GPC5_mut"	"R-HSA-3560801"
"GPC5_mut"	"R-HSA-3560783"
"GPC5_mut"	"R-HSA-3656253"
"GPC5_mut"	"R-HSA-3656237"
"GPC5_mut"	"R-HSA-1643685"
"GPC5_mut"	"R-HSA-3560782"
"GPC5_mut"	"R-HSA-3781865"
"GPC5_mut"	"R-HSA-5668914"
"GPC5_mut"	"R-HSA-9772572"
"GPC5_mut"	"R-HSA-1630316"
"GPC5_mut"	"R-HSA-2022928"
"GPC5_mut"	"R-HSA-2024096"
"GPC5_mut"	"R-HSA-5358346"
"GPC5_mut"	"R-HSA-1638091"
"GPC5_mut"	"R-HSA-5663205"
"GPC5_mut"	"R-HSA-1430728"
"GPC5_mut"	"R-HSA-71387"
"GPC5_mut"	"R-HSA-6806667"
"GPC5_mut"	"R-HSA-196854"
"GPC5_mut"	"R-HSA-5362798"
"GPC5_mut"	"R-HSA-975634"
"GPC5_mut"	"R-HSA-9679506"
"GPC5_mut"	"R-HSA-9694516"
"GPC5_mut"	"R-HSA-9709957"
"GPC5_mut"	"R-HSA-162582"
"GPC5_mut"	"R-HSA-5358351"
"GPC5_mut"	"R-HSA-9824446"
"GPC5_mut"	"R-HSA-2187338"
"GPC6_mut"	"R-HSA-1971475"
"GPC6_mut"	"R-HSA-9694614"
"GPC6_mut"	"R-HSA-1793185"
"GPC6_mut"	"R-HSA-4420332"
"GPC6_mut"	"R-HSA-3560801"
"GPC6_mut"	"R-HSA-3560783"
"GPC6_mut"	"R-HSA-3656253"
"GPC6_mut"	"R-HSA-3656237"
"GPC6_mut"	"R-HSA-1643685"
"GPC6_mut"	"R-HSA-3560782"
"GPC6_mut"	"R-HSA-3781865"
"GPC6_mut"	"R-HSA-5668914"
"GPC6_mut"	"R-HSA-9772572"
"GPC6_mut"	"R-HSA-1630316"
"GPC6_mut"	"R-HSA-2022928"
"GPC6_mut"	"R-HSA-2024096"
"GPC6_mut"	"R-HSA-1638091"
"GPC6_mut"	"R-HSA-5663205"
"GPC6_mut"	"R-HSA-1430728"
"GPC6_mut"	"R-HSA-71387"
"GPC6_mut"	"R-HSA-6806667"
"GPC6_mut"	"R-HSA-196854"
"GPC6_mut"	"R-HSA-975634"
"GPC6_mut"	"R-HSA-9679506"
"GPC6_mut"	"R-HSA-9694516"
"GPC6_mut"	"R-HSA-9709957"
"GPC6_mut"	"R-HSA-9824446"
"GPC6_mut"	"R-HSA-2187338"
"HSPG2_mut"	"R-HSA-1971475"
"HSPG2_mut"	"R-HSA-977225"
"HSPG2_mut"	"R-HSA-9694614"
"HSPG2_mut"	"R-HSA-1793185"
"HSPG2_mut"	"R-HSA-4420332"
"HSPG2_mut"	"R-HSA-3560801"
"HSPG2_mut"	"R-HSA-3560783"
"HSPG2_mut"	"R-HSA-3656253"
"HSPG2_mut"	"R-HSA-3656237"
"HSPG2_mut"	"R-HSA-1474228"
"HSPG2_mut"	"R-HSA-1643685"
"HSPG2_mut"	"R-HSA-3560782"
"HSPG2_mut"	"R-HSA-3781865"
"HSPG2_mut"	"R-HSA-5668914"
"HSPG2_mut"	"R-HSA-3000178"
"HSPG2_mut"	"R-HSA-9772572"
"HSPG2_mut"	"R-HSA-1474244"
"HSPG2_mut"	"R-HSA-1630316"
"HSPG2_mut"	"R-HSA-2022928"
"HSPG2_mut"	"R-HSA-2024096"
"HSPG2_mut"	"R-HSA-1638091"
"HSPG2_mut"	"R-HSA-5663205"
"HSPG2_mut"	"R-HSA-216083"
"HSPG2_mut"	"R-HSA-3000157"
"HSPG2_mut"	"R-HSA-1430728"
"HSPG2_mut"	"R-HSA-71387"
"HSPG2_mut"	"R-HSA-6806667"
"HSPG2_mut"	"R-HSA-392499"
"HSPG2_mut"	"R-HSA-196854"
"HSPG2_mut"	"R-HSA-3000171"
"HSPG2_mut"	"R-HSA-975634"
"HSPG2_mut"	"R-HSA-9679506"
"HSPG2_mut"	"R-HSA-9694516"
"HSPG2_mut"	"R-HSA-9709957"
"HSPG2_mut"	"R-HSA-9824446"
"HSPG2_mut"	"R-HSA-2187338"
"NCAN_mut"	"R-HSA-1971475"
"NCAN_mut"	"R-HSA-422475"
"NCAN_mut"	"R-HSA-2024101"
"NCAN_mut"	"R-HSA-2022870"
"NCAN_mut"	"R-HSA-1793185"
"NCAN_mut"	"R-HSA-4420332"
"NCAN_mut"	"R-HSA-3560801"
"NCAN_mut"	"R-HSA-3560783"
"NCAN_mut"	"R-HSA-3595174"
"NCAN_mut"	"R-HSA-3595172"
"NCAN_mut"	"R-HSA-3595177"
"NCAN_mut"	"R-HSA-2022923"
"NCAN_mut"	"R-HSA-1266738"
"NCAN_mut"	"R-HSA-1643685"
"NCAN_mut"	"R-HSA-3560782"
"NCAN_mut"	"R-HSA-3781865"
"NCAN_mut"	"R-HSA-5668914"
"NCAN_mut"	"R-HSA-3000178"
"NCAN_mut"	"R-HSA-1474244"
"NCAN_mut"	"R-HSA-1630316"
"NCAN_mut"	"R-HSA-1638091"
"NCAN_mut"	"R-HSA-373760"
"NCAN_mut"	"R-HSA-1430728"
"NCAN_mut"	"R-HSA-71387"
"NCAN_mut"	"R-HSA-375165"
"NCAN_mut"	"R-HSA-419037"
"NCAN_mut"	"R-HSA-9675108"
"VCAN_mut"	"R-HSA-1971475"
"VCAN_mut"	"R-HSA-2024101"
"VCAN_mut"	"R-HSA-2022870"
"VCAN_mut"	"R-HSA-1793185"
"VCAN_mut"	"R-HSA-4420332"
"VCAN_mut"	"R-HSA-3560801"
"VCAN_mut"	"R-HSA-3560783"
"VCAN_mut"	"R-HSA-3595174"
"VCAN_mut"	"R-HSA-3595172"
"VCAN_mut"	"R-HSA-3595177"
"VCAN_mut"	"R-HSA-2022923"
"VCAN_mut"	"R-HSA-1643685"
"VCAN_mut"	"R-HSA-3560782"
"VCAN_mut"	"R-HSA-3781865"
"VCAN_mut"	"R-HSA-5668914"
"VCAN_mut"	"R-HSA-3000178"
"VCAN_mut"	"R-HSA-1474244"
"VCAN_mut"	"R-HSA-1630316"
"VCAN_mut"	"R-HSA-1638091"
"VCAN_mut"	"R-HSA-1430728"
"VCAN_mut"	"R-HSA-71387"
"VCAN_mut"	"R-HSA-392499"
"VCAN_mut"	"R-HSA-597592"
"VCAN_mut"	"R-HSA-8957275"
"VCAN_mut"	"R-HSA-381426"
"XYLT1_mut"	"R-HSA-1971475"
"XYLT1_mut"	"R-HSA-1793185"
"XYLT1_mut"	"R-HSA-1630316"
"XYLT1_mut"	"R-HSA-1638091"
"XYLT1_mut"	"R-HSA-1430728"
"XYLT1_mut"	"R-HSA-71387"
"ABCA12_mut"	"R-HSA-5619084"
"ABCA12_mut"	"R-HSA-1369062"
"ABCA12_mut"	"R-HSA-382556"
"ABCA12_mut"	"R-HSA-1643685"
"ABCA12_mut"	"R-HSA-5619115"
"ABCA12_mut"	"R-HSA-382551"
"ABCA3_mut"	"R-HSA-5619084"
"ABCA3_mut"	"R-HSA-1369062"
"ABCA3_mut"	"R-HSA-382556"
"ABCA3_mut"	"R-HSA-1643685"
"ABCA3_mut"	"R-HSA-5619115"
"ABCA3_mut"	"R-HSA-392499"
"ABCA3_mut"	"R-HSA-382551"
"ABCB11_mut"	"R-HSA-5619084"
"ABCB11_mut"	"R-HSA-1643685"
"ABCB11_mut"	"R-HSA-5619115"
"ABCB11_mut"	"R-HSA-1430728"
"ABCB11_mut"	"R-HSA-556833"
"ABCB4_mut"	"R-HSA-5619084"
"ABCB4_mut"	"R-HSA-382556"
"ABCB4_mut"	"R-HSA-1643685"
"ABCB4_mut"	"R-HSA-5619115"
"ABCB4_mut"	"R-HSA-1430728"
"ABCB4_mut"	"R-HSA-556833"
"ABCB4_mut"	"R-HSA-1989781"
"ABCB4_mut"	"R-HSA-400206"
"ABCB4_mut"	"R-HSA-382551"
"ABCB6_mut"	"R-HSA-5619084"
"ABCB6_mut"	"R-HSA-382556"
"ABCB6_mut"	"R-HSA-1643685"
"ABCB6_mut"	"R-HSA-5619115"
"ABCB6_mut"	"R-HSA-1369007"
"ABCB6_mut"	"R-HSA-382551"
"ABCC6_mut"	"R-HSA-5619084"
"ABCC6_mut"	"R-HSA-382556"
"ABCC6_mut"	"R-HSA-1643685"
"ABCC6_mut"	"R-HSA-5619115"
"ABCC6_mut"	"R-HSA-382551"
"ABCC8_mut"	"R-HSA-5619084"
"ABCC8_mut"	"R-HSA-1643685"
"ABCC8_mut"	"R-HSA-5619115"
"ABCC8_mut"	"R-HSA-1430728"
"ABCC8_mut"	"R-HSA-112316"
"ABCC9_mut"	"R-HSA-5619084"
"ABCC9_mut"	"R-HSA-382556"
"ABCC9_mut"	"R-HSA-1296025"
"ABCC9_mut"	"R-HSA-1643685"
"ABCC9_mut"	"R-HSA-5619115"
"ABCC9_mut"	"R-HSA-1296065"
"ABCC9_mut"	"R-HSA-112316"
"ABCC9_mut"	"R-HSA-1296071"
"ABCC9_mut"	"R-HSA-382551"
"ABCD1_mut"	"R-HSA-5619084"
"ABCD1_mut"	"R-HSA-1369062"
"ABCD1_mut"	"R-HSA-382556"
"ABCD1_mut"	"R-HSA-1643685"
"ABCD1_mut"	"R-HSA-5619115"
"ABCD1_mut"	"R-HSA-8978868"
"ABCD1_mut"	"R-HSA-1430728"
"ABCD1_mut"	"R-HSA-556833"
"ABCD1_mut"	"R-HSA-382551"
"ABCD4_mut"	"R-HSA-5619084"
"ABCD4_mut"	"R-HSA-196741"
"ABCD4_mut"	"R-HSA-1643685"
"ABCD4_mut"	"R-HSA-5668914"
"ABCD4_mut"	"R-HSA-5619115"
"ABCD4_mut"	"R-HSA-1430728"
"ABCD4_mut"	"R-HSA-196854"
"ABCD4_mut"	"R-HSA-196849"
"ABCD4_mut"	"R-HSA-9758890"
"ABCG5_mut"	"R-HSA-5619084"
"ABCG5_mut"	"R-HSA-1369062"
"ABCG5_mut"	"R-HSA-382556"
"ABCG5_mut"	"R-HSA-1643685"
"ABCG5_mut"	"R-HSA-5619115"
"ABCG5_mut"	"R-HSA-9024446"
"ABCG5_mut"	"R-HSA-9029569"
"ABCG5_mut"	"R-HSA-162582"
"ABCG5_mut"	"R-HSA-9006931"
"ABCG5_mut"	"R-HSA-382551"
"CFTR_mut"	"R-HSA-5619084"
"CFTR_mut"	"R-HSA-382556"
"CFTR_mut"	"R-HSA-9646399"
"CFTR_mut"	"R-HSA-9612973"
"CFTR_mut"	"R-HSA-8856825"
"CFTR_mut"	"R-HSA-9613829"
"CFTR_mut"	"R-HSA-8856828"
"CFTR_mut"	"R-HSA-5688426"
"CFTR_mut"	"R-HSA-1643685"
"CFTR_mut"	"R-HSA-5619115"
"CFTR_mut"	"R-HSA-9615710"
"CFTR_mut"	"R-HSA-1632852"
"CFTR_mut"	"R-HSA-199991"
"CFTR_mut"	"R-HSA-392499"
"CFTR_mut"	"R-HSA-597592"
"CFTR_mut"	"R-HSA-195258"
"CFTR_mut"	"R-HSA-9012999"
"CFTR_mut"	"R-HSA-9013406"
"CFTR_mut"	"R-HSA-9663891"
"CFTR_mut"	"R-HSA-162582"
"CFTR_mut"	"R-HSA-194315"
"CFTR_mut"	"R-HSA-9716542"
"CFTR_mut"	"R-HSA-382551"
"CFTR_mut"	"R-HSA-5689880"
"CFTR_mut"	"R-HSA-5653656"
"PSMD1_mut"	"R-HSA-5619084"
"PSMD1_mut"	"R-HSA-382556"
"PSMD1_mut"	"R-HSA-174143"
"PSMD1_mut"	"R-HSA-174154"
"PSMD1_mut"	"R-HSA-176409"
"PSMD1_mut"	"R-HSA-174178"
"PSMD1_mut"	"R-HSA-179419"
"PSMD1_mut"	"R-HSA-450408"
"PSMD1_mut"	"R-HSA-176814"
"PSMD1_mut"	"R-HSA-1169091"
"PSMD1_mut"	"R-HSA-1280218"
"PSMD1_mut"	"R-HSA-1236975"
"PSMD1_mut"	"R-HSA-983168"
"PSMD1_mut"	"R-HSA-109581"
"PSMD1_mut"	"R-HSA-68867"
"PSMD1_mut"	"R-HSA-4608870"
"PSMD1_mut"	"R-HSA-174084"
"PSMD1_mut"	"R-HSA-349425"
"PSMD1_mut"	"R-HSA-422475"
"PSMD1_mut"	"R-HSA-3858494"
"PSMD1_mut"	"R-HSA-5621481"
"PSMD1_mut"	"R-HSA-69017"
"PSMD1_mut"	"R-HSA-5607764"
"PSMD1_mut"	"R-HSA-174184"
"PSMD1_mut"	"R-HSA-1640170"
"PSMD1_mut"	"R-HSA-69620"
"PSMD1_mut"	"R-HSA-69278"
"PSMD1_mut"	"R-HSA-9711123"
"PSMD1_mut"	"R-HSA-1234174"
"PSMD1_mut"	"R-HSA-8953897"
"PSMD1_mut"	"R-HSA-2262752"
"PSMD1_mut"	"R-HSA-983169"
"PSMD1_mut"	"R-HSA-1236978"
"PSMD1_mut"	"R-HSA-69656"
"PSMD1_mut"	"R-HSA-69202"
"PSMD1_mut"	"R-HSA-1280215"
"PSMD1_mut"	"R-HSA-69306"
"PSMD1_mut"	"R-HSA-69002"
"PSMD1_mut"	"R-HSA-5607761"
"PSMD1_mut"	"R-HSA-5678895"
"PSMD1_mut"	"R-HSA-4641257"
"PSMD1_mut"	"R-HSA-4641258"
"PSMD1_mut"	"R-HSA-5610780"
"PSMD1_mut"	"R-HSA-5610783"
"PSMD1_mut"	"R-HSA-195253"
"PSMD1_mut"	"R-HSA-5688426"
"PSMD1_mut"	"R-HSA-1266738"
"PSMD1_mut"	"R-HSA-1643685"
"PSMD1_mut"	"R-HSA-5663202"
"PSMD1_mut"	"R-HSA-5619115"
"PSMD1_mut"	"R-HSA-202424"
"PSMD1_mut"	"R-HSA-1168372"
"PSMD1_mut"	"R-HSA-1236974"
"PSMD1_mut"	"R-HSA-8854050"
"PSMD1_mut"	"R-HSA-2871837"
"PSMD1_mut"	"R-HSA-2454202"
"PSMD1_mut"	"R-HSA-9793380"
"PSMD1_mut"	"R-HSA-69615"
"PSMD1_mut"	"R-HSA-69206"
"PSMD1_mut"	"R-HSA-69481"
"PSMD1_mut"	"R-HSA-69275"
"PSMD1_mut"	"R-HSA-5610785"
"PSMD1_mut"	"R-HSA-9762114"
"PSMD1_mut"	"R-HSA-9758941"
"PSMD1_mut"	"R-HSA-74160"
"PSMD1_mut"	"R-HSA-212436"
"PSMD1_mut"	"R-HSA-162906"
"PSMD1_mut"	"R-HSA-5610787"
"PSMD1_mut"	"R-HSA-5632684"
"PSMD1_mut"	"R-HSA-5358346"
"PSMD1_mut"	"R-HSA-5387390"
"PSMD1_mut"	"R-HSA-5362768"
"PSMD1_mut"	"R-HSA-162909"
"PSMD1_mut"	"R-HSA-168256"
"PSMD1_mut"	"R-HSA-5663205"
"PSMD1_mut"	"R-HSA-168249"
"PSMD1_mut"	"R-HSA-446652"
"PSMD1_mut"	"R-HSA-9020702"
"PSMD1_mut"	"R-HSA-9006925"
"PSMD1_mut"	"R-HSA-9755511"
"PSMD1_mut"	"R-HSA-68886"
"PSMD1_mut"	"R-HSA-5683057"
"PSMD1_mut"	"R-HSA-5684996"
"PSMD1_mut"	"R-HSA-5687128"
"PSMD1_mut"	"R-HSA-1430728"
"PSMD1_mut"	"R-HSA-8953854"
"PSMD1_mut"	"R-HSA-71291"
"PSMD1_mut"	"R-HSA-351202"
"PSMD1_mut"	"R-HSA-392499"
"PSMD1_mut"	"R-HSA-68882"
"PSMD1_mut"	"R-HSA-453279"
"PSMD1_mut"	"R-HSA-453274"
"PSMD1_mut"	"R-HSA-2555396"
"PSMD1_mut"	"R-HSA-5676590"
"PSMD1_mut"	"R-HSA-8951664"
"PSMD1_mut"	"R-HSA-9604323"
"PSMD1_mut"	"R-HSA-9675108"
"PSMD1_mut"	"R-HSA-6798695"
"PSMD1_mut"	"R-HSA-9759194"
"PSMD1_mut"	"R-HSA-68949"
"PSMD1_mut"	"R-HSA-1234176"
"PSMD1_mut"	"R-HSA-4086400"
"PSMD1_mut"	"R-HSA-1257604"
"PSMD1_mut"	"R-HSA-6807070"
"PSMD1_mut"	"R-HSA-597592"
"PSMD1_mut"	"R-HSA-5357801"
"PSMD1_mut"	"R-HSA-5673001"
"PSMD1_mut"	"R-HSA-73857"
"PSMD1_mut"	"R-HSA-8939236"
"PSMD1_mut"	"R-HSA-176408"
"PSMD1_mut"	"R-HSA-169911"
"PSMD1_mut"	"R-HSA-8948751"
"PSMD1_mut"	"R-HSA-5658442"
"PSMD1_mut"	"R-HSA-8939902"
"PSMD1_mut"	"R-HSA-8941858"
"PSMD1_mut"	"R-HSA-211733"
"PSMD1_mut"	"R-HSA-9010553"
"PSMD1_mut"	"R-HSA-450531"
"PSMD1_mut"	"R-HSA-453276"
"PSMD1_mut"	"R-HSA-350562"
"PSMD1_mut"	"R-HSA-69242"
"PSMD1_mut"	"R-HSA-187577"
"PSMD1_mut"	"R-HSA-174113"
"PSMD1_mut"	"R-HSA-2467813"
"PSMD1_mut"	"R-HSA-162582"
"PSMD1_mut"	"R-HSA-5358351"
"PSMD1_mut"	"R-HSA-449147"
"PSMD1_mut"	"R-HSA-157118"
"PSMD1_mut"	"R-HSA-9013694"
"PSMD1_mut"	"R-HSA-376176"
"PSMD1_mut"	"R-HSA-195721"
"PSMD1_mut"	"R-HSA-983705"
"PSMD1_mut"	"R-HSA-9824272"
"PSMD1_mut"	"R-HSA-69541"
"PSMD1_mut"	"R-HSA-69052"
"PSMD1_mut"	"R-HSA-69239"
"PSMD1_mut"	"R-HSA-201681"
"PSMD1_mut"	"R-HSA-202403"
"PSMD1_mut"	"R-HSA-5668541"
"PSMD1_mut"	"R-HSA-8852276"
"PSMD1_mut"	"R-HSA-8878171"
"PSMD1_mut"	"R-HSA-8878166"
"PSMD1_mut"	"R-HSA-8878159"
"PSMD1_mut"	"R-HSA-382551"
"PSMD1_mut"	"R-HSA-5689603"
"PSMD1_mut"	"R-HSA-5689880"
"PSMD1_mut"	"R-HSA-69601"
"PSMD1_mut"	"R-HSA-75815"
"PSMD1_mut"	"R-HSA-180585"
"PSMD1_mut"	"R-HSA-9824446"
"PSMD1_mut"	"R-HSA-180534"
"PSMD1_mut"	"R-HSA-69563"
"PSMD1_mut"	"R-HSA-69580"
"PSMD1_mut"	"R-HSA-69610"
"PSMD1_mut"	"R-HSA-69613"
"PSME4_mut"	"R-HSA-5619084"
"PSME4_mut"	"R-HSA-382556"
"PSME4_mut"	"R-HSA-174143"
"PSME4_mut"	"R-HSA-174154"
"PSME4_mut"	"R-HSA-176409"
"PSME4_mut"	"R-HSA-174178"
"PSME4_mut"	"R-HSA-179419"
"PSME4_mut"	"R-HSA-450408"
"PSME4_mut"	"R-HSA-176814"
"PSME4_mut"	"R-HSA-1169091"
"PSME4_mut"	"R-HSA-1280218"
"PSME4_mut"	"R-HSA-1236975"
"PSME4_mut"	"R-HSA-983168"
"PSME4_mut"	"R-HSA-109581"
"PSME4_mut"	"R-HSA-4608870"
"PSME4_mut"	"R-HSA-349425"
"PSME4_mut"	"R-HSA-422475"
"PSME4_mut"	"R-HSA-3858494"
"PSME4_mut"	"R-HSA-5621481"
"PSME4_mut"	"R-HSA-69017"
"PSME4_mut"	"R-HSA-5607764"
"PSME4_mut"	"R-HSA-174184"
"PSME4_mut"	"R-HSA-1640170"
"PSME4_mut"	"R-HSA-69620"
"PSME4_mut"	"R-HSA-69278"
"PSME4_mut"	"R-HSA-9711123"
"PSME4_mut"	"R-HSA-1234174"
"PSME4_mut"	"R-HSA-8953897"
"PSME4_mut"	"R-HSA-2262752"
"PSME4_mut"	"R-HSA-983169"
"PSME4_mut"	"R-HSA-1236978"
"PSME4_mut"	"R-HSA-1280215"
"PSME4_mut"	"R-HSA-69306"
"PSME4_mut"	"R-HSA-5607761"
"PSME4_mut"	"R-HSA-5678895"
"PSME4_mut"	"R-HSA-4641257"
"PSME4_mut"	"R-HSA-4641258"
"PSME4_mut"	"R-HSA-5610780"
"PSME4_mut"	"R-HSA-5610783"
"PSME4_mut"	"R-HSA-195253"
"PSME4_mut"	"R-HSA-5688426"
"PSME4_mut"	"R-HSA-1266738"
"PSME4_mut"	"R-HSA-1643685"
"PSME4_mut"	"R-HSA-5663202"
"PSME4_mut"	"R-HSA-5619115"
"PSME4_mut"	"R-HSA-202424"
"PSME4_mut"	"R-HSA-1168372"
"PSME4_mut"	"R-HSA-1236974"
"PSME4_mut"	"R-HSA-8854050"
"PSME4_mut"	"R-HSA-2871837"
"PSME4_mut"	"R-HSA-2454202"
"PSME4_mut"	"R-HSA-69615"
"PSME4_mut"	"R-HSA-69481"
"PSME4_mut"	"R-HSA-69275"
"PSME4_mut"	"R-HSA-5610785"
"PSME4_mut"	"R-HSA-74160"
"PSME4_mut"	"R-HSA-212436"
"PSME4_mut"	"R-HSA-162906"
"PSME4_mut"	"R-HSA-5610787"
"PSME4_mut"	"R-HSA-5632684"
"PSME4_mut"	"R-HSA-5358346"
"PSME4_mut"	"R-HSA-5387390"
"PSME4_mut"	"R-HSA-5362768"
"PSME4_mut"	"R-HSA-162909"
"PSME4_mut"	"R-HSA-168256"
"PSME4_mut"	"R-HSA-5663205"
"PSME4_mut"	"R-HSA-168249"
"PSME4_mut"	"R-HSA-446652"
"PSME4_mut"	"R-HSA-9020702"
"PSME4_mut"	"R-HSA-9006925"
"PSME4_mut"	"R-HSA-9755511"
"PSME4_mut"	"R-HSA-68886"
"PSME4_mut"	"R-HSA-5683057"
"PSME4_mut"	"R-HSA-5684996"
"PSME4_mut"	"R-HSA-5687128"
"PSME4_mut"	"R-HSA-1430728"
"PSME4_mut"	"R-HSA-8953854"
"PSME4_mut"	"R-HSA-71291"
"PSME4_mut"	"R-HSA-351202"
"PSME4_mut"	"R-HSA-392499"
"PSME4_mut"	"R-HSA-68882"
"PSME4_mut"	"R-HSA-453274"
"PSME4_mut"	"R-HSA-2555396"
"PSME4_mut"	"R-HSA-5676590"
"PSME4_mut"	"R-HSA-8951664"
"PSME4_mut"	"R-HSA-9675108"
"PSME4_mut"	"R-HSA-68949"
"PSME4_mut"	"R-HSA-1234176"
"PSME4_mut"	"R-HSA-4086400"
"PSME4_mut"	"R-HSA-1257604"
"PSME4_mut"	"R-HSA-6807070"
"PSME4_mut"	"R-HSA-597592"
"PSME4_mut"	"R-HSA-5357801"
"PSME4_mut"	"R-HSA-5673001"
"PSME4_mut"	"R-HSA-73857"
"PSME4_mut"	"R-HSA-8939236"
"PSME4_mut"	"R-HSA-176408"
"PSME4_mut"	"R-HSA-169911"
"PSME4_mut"	"R-HSA-8948751"
"PSME4_mut"	"R-HSA-5658442"
"PSME4_mut"	"R-HSA-8939902"
"PSME4_mut"	"R-HSA-211733"
"PSME4_mut"	"R-HSA-9010553"
"PSME4_mut"	"R-HSA-450531"
"PSME4_mut"	"R-HSA-453276"
"PSME4_mut"	"R-HSA-350562"
"PSME4_mut"	"R-HSA-69242"
"PSME4_mut"	"R-HSA-174113"
"PSME4_mut"	"R-HSA-2467813"
"PSME4_mut"	"R-HSA-162582"
"PSME4_mut"	"R-HSA-5358351"
"PSME4_mut"	"R-HSA-449147"
"PSME4_mut"	"R-HSA-376176"
"PSME4_mut"	"R-HSA-195721"
"PSME4_mut"	"R-HSA-983705"
"PSME4_mut"	"R-HSA-69541"
"PSME4_mut"	"R-HSA-69052"
"PSME4_mut"	"R-HSA-69239"
